2019-四月-10 14:01:56.385 INFO  [http-nio-9999-exec-3] c.w.d.u.WebControllerAop - Response内容:[{"sname":"王锋","ssex":"男","tid":1,"sagenum":20,"teacher":{"tid":1,"tname":"王老师","username":"admin","password":"admin"}},{"sname":"王寄","ssex":"男","tid":1,"sagenum":20,"teacher":{"tid":2,"tname":"牛老师","username":"admin","password":"admin"}},{"sname":"寄锋","ssex":"男","tid":1,"sagenum":20},{"sname":"锋","ssex":"女","tid":2,"sagenum":10},{"sname":"王","ssex":"女","tid":2,"sagenum":10},{"sname":"王1","ssex":"女","tid":2,"sagenum":10},{"sname":"王s","ssex":"女","tid":2,"sagenum":10}]
2019-四月-10 14:01:56.386 INFO  [http-nio-9999-exec-3] c.w.d.u.WebControllerAop - --------------返回内容----------------
2019-四月-10 14:01:56.386 INFO  [http-nio-9999-exec-3] c.w.d.u.WebControllerAop - 请求处理时间为:64
2019-四月-10 14:03:39.041 INFO  [main] c.w.d.DynamicApplication - Starting DynamicApplication on ldx007-PC with PID 2792 (D:\Workspaces\IdeaProjects\dynamic\target\classes started by ldx007 in D:\Workspaces\IdeaProjects\dynamic)
2019-四月-10 14:03:39.050 INFO  [main] c.w.d.DynamicApplication - No active profile set, falling back to default profiles: default
2019-四月-10 14:03:40.427 INFO  [main] o.s.b.w.e.t.TomcatWebServer - Tomcat initialized with port(s): 9999 (http)
2019-四月-10 14:03:40.446 INFO  [main] o.a.c.c.StandardService - Starting service [Tomcat]
2019-四月-10 14:03:40.446 INFO  [main] o.a.c.c.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.16]
2019-四月-10 14:03:40.452 INFO  [main] o.a.c.c.AprLifecycleListener - Loaded APR based Apache Tomcat Native library [1.2.21] using APR version [1.6.5].
2019-四月-10 14:03:40.452 INFO  [main] o.a.c.c.AprLifecycleListener - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2019-四月-10 14:03:40.452 INFO  [main] o.a.c.c.AprLifecycleListener - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2019-四月-10 14:03:40.456 INFO  [main] o.a.c.c.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 1.1.1a  20 Nov 2018]
2019-四月-10 14:03:40.551 INFO  [main] o.a.c.c.C.[.[.[/] - Initializing Spring embedded WebApplicationContext
2019-四月-10 14:03:40.552 INFO  [main] o.s.w.c.ContextLoader - Root WebApplicationContext: initialization completed in 1456 ms
2019-四月-10 14:03:41.284 INFO  [main] o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-四月-10 14:03:41.745 INFO  [main] o.s.b.w.e.t.TomcatWebServer - Tomcat started on port(s): 9999 (http) with context path ''
2019-四月-10 14:03:41.749 INFO  [main] c.w.d.DynamicApplication - Started DynamicApplication in 3.212 seconds (JVM running for 3.829)
2019-四月-10 14:03:43.199 INFO  [http-nio-9999-exec-1] o.a.t.u.h.p.Cookie - A cookie header was received [81dc9bdb52d04dc20036dbd8313ed055"; user.cookieF0-79-59-63-48-43="ldxadm,81dc9bdb52d04dc20036dbd8313ed055"] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
2019-四月-10 14:03:43.207 INFO  [http-nio-9999-exec-1] o.a.c.c.C.[.[.[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-四月-10 14:03:43.208 INFO  [http-nio-9999-exec-1] o.s.w.s.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-四月-10 14:03:43.220 INFO  [http-nio-9999-exec-1] o.s.w.s.DispatcherServlet - Completed initialization in 12 ms
2019-四月-10 14:03:43.252 INFO  [http-nio-9999-exec-1] c.w.d.u.WebControllerAop - ===============请求内容===============
2019-四月-10 14:03:43.253 INFO  [http-nio-9999-exec-1] c.w.d.u.WebControllerAop - 请求URL:http://localhost:9999/test/selectstudent
2019-四月-10 14:03:43.253 INFO  [http-nio-9999-exec-1] c.w.d.u.WebControllerAop - 请求方式:GET
2019-四月-10 14:03:43.253 INFO  [http-nio-9999-exec-1] c.w.d.u.WebControllerAop - 请求类方法:Page com.wjf.dynamic.controller.TestController.selectstudent(Integer,Integer)
2019-四月-10 14:03:43.253 INFO  [http-nio-9999-exec-1] c.w.d.u.WebControllerAop - 请求类方法参数名[pageNum, pageSize]
2019-四月-10 14:03:43.253 INFO  [http-nio-9999-exec-1] c.w.d.u.WebControllerAop - 请求类方法参数:[1, 10]
2019-四月-10 14:03:43.254 INFO  [http-nio-9999-exec-1] c.w.d.u.WebControllerAop - 请求IP:0:0:0:0:0:0:0:1
2019-四月-10 14:03:43.254 INFO  [http-nio-9999-exec-1] c.w.d.u.WebControllerAop - ===============请求内容===============
2019-四月-10 14:03:43.307 INFO  [http-nio-9999-exec-1] c.a.d.p.DruidDataSource - {dataSource-1} inited
2019-四月-10 14:03:43.501 INFO  [http-nio-9999-exec-1] c.w.d.u.WebControllerAop - --------------返回内容----------------
2019-四月-10 14:03:43.509 INFO  [http-nio-9999-exec-1] c.w.d.u.WebControllerAop - Response内容:[{"sid":1,"sname":"王锋","ssex":"男","sagenum":20,"teacher":{"tid":1,"tname":"王老师","username":"admin","password":"admin"}},{"sid":2,"sname":"王寄","ssex":"男","sagenum":20,"teacher":{"tid":1,"tname":"王老师","username":"admin","password":"admin"}},{"sid":5,"sname":"寄锋","ssex":"男","sagenum":20,"teacher":{"tid":1,"tname":"王老师","username":"admin","password":"admin"}},{"sid":6,"sname":"锋","ssex":"女","sagenum":10,"teacher":{"tid":2,"tname":"牛老师","username":"admin","password":"admin"}},{"sid":7,"sname":"王","ssex":"女","sagenum":10,"teacher":{"tid":2,"tname":"牛老师","username":"admin","password":"admin"}},{"sid":8,"sname":"王1","ssex":"女","sagenum":10,"teacher":{"tid":2,"tname":"牛老师","username":"admin","password":"admin"}},{"sid":9,"sname":"王s","ssex":"女","sagenum":10,"teacher":{"tid":2,"tname":"牛老师","username":"admin","password":"admin"}}]
2019-四月-10 14:03:43.509 INFO  [http-nio-9999-exec-1] c.w.d.u.WebControllerAop - --------------返回内容----------------
2019-四月-10 14:03:43.509 INFO  [http-nio-9999-exec-1] c.w.d.u.WebControllerAop - 请求处理时间为:259
2019-四月-10 14:05:02.562 INFO  [main] c.w.d.DynamicApplication - Starting DynamicApplication on ldx007-PC with PID 1284 (D:\Workspaces\IdeaProjects\dynamic\target\classes started by ldx007 in D:\Workspaces\IdeaProjects\dynamic)
2019-四月-10 14:05:02.565 INFO  [main] c.w.d.DynamicApplication - No active profile set, falling back to default profiles: default
2019-四月-10 14:05:04.147 INFO  [main] o.s.b.w.e.t.TomcatWebServer - Tomcat initialized with port(s): 9999 (http)
